height,weight
167.0896074,51.252535867225006
181.6486334,61.90959788190101
176.2727996,69.41183424475301
173.270164,64.562251420898
172.18103739999998,65.452063573127
174.4925136,55.92902784268801
177.29718160000002,64.180916315439
177.83738879999999,61.898258072651004
172.47273099999998,50.971217879351
169.6271944,54.733721229264
168.8787326,57.811073304292
171.7632582,51.774393888910005
173.4882992,56.976055110359
170.47606240000002,55.547738096466
173.4303618,52.655996019242004
180.572664,63.501797819075
168.81094,58.741255177451
174.3691458,64.851597993721
180.9250382,62.551521803925006
170.5131972,56.265820177413005
172.29782659999998,64.083847548259
174.9521774,65.108285915904
161.242121,44.407559384426705
173.79154979999998,58.74143661439901
171.7752216,64.342123043737
170.7099456,58.841998042828
179.939569,64.602212908695
171.43562359999999,59.670166991974
168.99638539999998,49.138750063788
166.2200892,51.660632922514004
176.58918200000002,46.856817568791996
167.165528,54.772911610032004
172.253402,57.056749192982004
179.311427,61.789486622325
182.3842936,63.548971425554996
175.7835702,58.39942796741901
169.6813472,64.319125910578
171.8536822,54.989864840603
172.2298054,59.578359896286
162.675189,48.403522191255
174.1795602,56.408656414726
165.56626780000002,56.635135085067
176.9316756,63.353745269507
172.6369674,62.309802429952
167.5914352,48.284862427263
174.4281246,58.406322571443006
169.8774352,66.081014753369
171.95464719999998,52.988207071030004
177.3457718,65.145616567955
175.48395180000003,61.204352465025
177.58356659999998,66.688012062903
171.02282279999997,57.301643713545005
178.4842506,56.91853959784301
175.52273760000003,52.484447384908
166.0742424,56.013758897404
178.2685538,67.082954939462
178.8316718,70.714460812919
169.0211504,58.093479913854
168.56501720000003,54.145366566137
171.54398,60.697372273076
168.9206172,58.392079771024996
175.2589332,62.389498609361
173.491017,58.858327368148004
170.21187700000002,58.43358347288001
179.8470368,61.378531935105
173.2775554,49.718849345781
175.4102156,64.622579206108
172.0368162,60.21393352513
170.7278272,46.95928408517501
171.1137802,56.576530950863
165.7866382,58.655707656469005
179.94066120000002,60.78931544647501
177.6080268,63.682962611653
163.28410319999998,46.645216728187
173.342808,58.296326421718
168.5469832,54.566753877867
173.641385,62.869535414532
166.311326,60.30846217503801
177.0874538,52.445846674221
172.0228716,55.57595154188
174.3441014,61.06505424819801
169.631487,55.292274873682004
177.93073379999998,70.47768559577901
168.3473392,58.487016654066004
